Event-Id,Event-Name,Event-Issues,Min-Students,Max-Students,Num-Students,Roster,Status
4743,send hunger packing,food insecurity; N/A; N/A,10,20,20, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity;,Ok
5320,prepare delivery packages,food insecurity; poverty; N/A,15,25,25, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity;,Ok
2874,environmental cleanup,climate change; N/A; N/A,10,20,20, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change;,Ok
6654,children's racial inequality,racial inequality; poverty; N/A,8,12,12, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed;,Ok
6132,community garden,food insecurity; climate change; N/A,12,18,18, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity;,Ok
4557,youth mentoring,racial inequality; poverty; N/A,7,16,16, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity; 100567 Force Placed; 100570 Force Placed; 100571 Force Placed; 100573 Force Placed; 100574 Force Placed; 100576 Force Placed; 100577 Force Placed; 101083 Force Placed; 101084 Force Placed; 101086 Force Placed; 101087 Force Placed; 101088 Force Placed; 101090 Force Placed; 101091 Force Placed; 101092 Force Placed; 101093 Force Placed;,Ok
6245,senior care,homelessness; food insecurity; N/A,10,15,15, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity; 100567 Force Placed; 100570 Force Placed; 100571 Force Placed; 100573 Force Placed; 100574 Force Placed; 100576 Force Placed; 100577 Force Placed; 101083 Force Placed; 101084 Force Placed; 101086 Force Placed; 101087 Force Placed; 101088 Force Placed; 101090 Force Placed; 101091 Force Placed; 101092 Force Placed; 101093 Force Placed; 100003 homelessness; 100006 homelessness; 100010 homelessness; 100012 homelessness; 100014 homelessness; 100017 homelessness; 100018 homelessness; 100022 homelessness; 100023 homelessness; 100028 homelessness; 100032 homelessness; 100034 homelessness; 100035 homelessness; 100040 homelessness; 100042 homelessness;,Ok
2345,homeless shelter support,homelessness; N/A; N/A,15,25,25, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity; 100567 Force Placed; 100570 Force Placed; 100571 Force Placed; 100573 Force Placed; 100574 Force Placed; 100576 Force Placed; 100577 Force Placed; 101083 Force Placed; 101084 Force Placed; 101086 Force Placed; 101087 Force Placed; 101088 Force Placed; 101090 Force Placed; 101091 Force Placed; 101092 Force Placed; 101093 Force Placed; 100003 homelessness; 100006 homelessness; 100010 homelessness; 100012 homelessness; 100014 homelessness; 100017 homelessness; 100018 homelessness; 100022 homelessness; 100023 homelessness; 100028 homelessness; 100032 homelessness; 100034 homelessness; 100035 homelessness; 100040 homelessness; 100042 homelessness; 100043 homelessness; 100048 homelessness; 100052 homelessness; 100053 homelessness; 100058 homelessness; 100062 homelessness; 100063 homelessness; 100068 homelessness; 100072 homelessness; 100073 homelessness; 100078 homelessness; 100082 homelessness; 100083 homelessness; 100088 homelessness; 100092 homelessness; 100093 homelessness; 100098 homelessness; 100102 homelessness; 100103 homelessness; 100108 homelessness; 100112 homelessness; 100113 homelessness; 100118 homelessness; 100122 homelessness; 100123 homelessness;,Ok
1246,health awareness,climate change; food insecurity; N/A,8,15,15, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity; 100567 Force Placed; 100570 Force Placed; 100571 Force Placed; 100573 Force Placed; 100574 Force Placed; 100576 Force Placed; 100577 Force Placed; 101083 Force Placed; 101084 Force Placed; 101086 Force Placed; 101087 Force Placed; 101088 Force Placed; 101090 Force Placed; 101091 Force Placed; 101092 Force Placed; 101093 Force Placed; 100003 homelessness; 100006 homelessness; 100010 homelessness; 100012 homelessness; 100014 homelessness; 100017 homelessness; 100018 homelessness; 100022 homelessness; 100023 homelessness; 100028 homelessness; 100032 homelessness; 100034 homelessness; 100035 homelessness; 100040 homelessness; 100042 homelessness; 100043 homelessness; 100048 homelessness; 100052 homelessness; 100053 homelessness; 100058 homelessness; 100062 homelessness; 100063 homelessness; 100068 homelessness; 100072 homelessness; 100073 homelessness; 100078 homelessness; 100082 homelessness; 100083 homelessness; 100088 homelessness; 100092 homelessness; 100093 homelessness; 100098 homelessness; 100102 homelessness; 100103 homelessness; 100108 homelessness; 100112 homelessness; 100113 homelessness; 100118 homelessness; 100122 homelessness; 100123 homelessness; 100569 climate change; 100575 climate change; 100579 climate change; 100585 climate change; 100589 climate change; 100595 climate change; 100599 climate change; 100605 climate change; 100609 climate change; 100615 climate change; 100619 climate change; 100625 climate change; 100629 climate change; 100635 climate change; 100639 climate change;,Ok
6628,animal welfare,gender inequality; N/A; N/A,6,12,12, 100001 food insecurity; 100004 food insecurity; 100007 food insecurity; 100008 food insecurity; 100011 food insecurity; 100013 food insecurity; 100015 food insecurity; 100016 food insecurity; 100019 food insecurity; 100024 food insecurity; 100025 food insecurity; 100026 food insecurity; 100027 food insecurity; 100031 food insecurity; 100036 food insecurity; 100037 food insecurity; 100039 food insecurity; 100041 food insecurity; 100044 food insecurity; 100045 food insecurity; 100047 food insecurity; 100049 food insecurity; 100050 food insecurity; 100054 food insecurity; 100055 food insecurity; 100057 food insecurity; 100059 food insecurity; 100060 food insecurity; 100064 food insecurity; 100065 food insecurity; 100067 food insecurity; 100069 food insecurity; 100070 food insecurity; 100074 food insecurity; 100075 food insecurity; 100077 food insecurity; 100079 food insecurity; 100080 food insecurity; 100084 food insecurity; 100085 food insecurity; 100087 food insecurity; 100089 food insecurity; 100090 food insecurity; 100094 food insecurity; 100095 food insecurity; 100009 climate change; 100475 climate change; 100479 climate change; 100485 climate change; 100489 climate change; 100495 climate change; 100499 climate change; 100505 climate change; 100509 climate change; 100515 climate change; 100519 climate change; 100525 climate change; 100529 climate change; 100535 climate change; 100539 climate change; 100545 climate change; 100549 climate change; 100555 climate change; 100559 climate change; 100565 climate change; 100554 Force Placed; 100556 Force Placed; 100557 Force Placed; 100560 Force Placed; 100561 Force Placed; 100563 Force Placed; 100564 Force Placed; 100566 Force Placed; 101094 Force Placed; 101096 Force Placed; 101097 Force Placed; 101098 Force Placed; 100097 food insecurity; 100099 food insecurity; 100100 food insecurity; 100104 food insecurity; 100105 food insecurity; 100107 food insecurity; 100109 food insecurity; 100110 food insecurity; 100114 food insecurity; 100115 food insecurity; 100117 food insecurity; 100119 food insecurity; 100120 food insecurity; 100124 food insecurity; 100125 food insecurity; 100127 food insecurity; 100129 food insecurity; 100130 food insecurity; 100567 Force Placed; 100570 Force Placed; 100571 Force Placed; 100573 Force Placed; 100574 Force Placed; 100576 Force Placed; 100577 Force Placed; 101083 Force Placed; 101084 Force Placed; 101086 Force Placed; 101087 Force Placed; 101088 Force Placed; 101090 Force Placed; 101091 Force Placed; 101092 Force Placed; 101093 Force Placed; 100003 homelessness; 100006 homelessness; 100010 homelessness; 100012 homelessness; 100014 homelessness; 100017 homelessness; 100018 homelessness; 100022 homelessness; 100023 homelessness; 100028 homelessness; 100032 homelessness; 100034 homelessness; 100035 homelessness; 100040 homelessness; 100042 homelessness; 100043 homelessness; 100048 homelessness; 100052 homelessness; 100053 homelessness; 100058 homelessness; 100062 homelessness; 100063 homelessness; 100068 homelessness; 100072 homelessness; 100073 homelessness; 100078 homelessness; 100082 homelessness; 100083 homelessness; 100088 homelessness; 100092 homelessness; 100093 homelessness; 100098 homelessness; 100102 homelessness; 100103 homelessness; 100108 homelessness; 100112 homelessness; 100113 homelessness; 100118 homelessness; 100122 homelessness; 100123 homelessness; 100569 climate change; 100575 climate change; 100579 climate change; 100585 climate change; 100589 climate change; 100595 climate change; 100599 climate change; 100605 climate change; 100609 climate change; 100615 climate change; 100619 climate change; 100625 climate change; 100629 climate change; 100635 climate change; 100639 climate change; 100002 gender inequality; 100005 gender inequality; 100020 gender inequality; 100021 gender inequality; 100029 gender inequality; 100030 gender inequality; 100033 gender inequality; 100038 gender inequality; 100046 gender inequality; 100051 gender inequality; 100056 gender inequality; 100061 gender inequality;,Ok
